bandgap,number_of_magnetic_atoms,Cr,max ionic char,V,Mn,avg d valence electrons,O,frac s valence electrons,energy_per_atom,decomposition_energy,Yang omega,Yang delta,Mo,band center,Ag,W,avg ionic char,magnet
0,0,0,0.323366154,0,0,5.2,0,0.11627907,-8.301792896,0,9518926.802,0.137999422,0,-1.702088289,0,0,0.077607877,1
1.7101,0,0,0.198203144,0,0,7.142857143,0,0.162790698,-4.157132459,0.007532558,3081713.928,0.0834087,0,-2.23603682,0,0,0.040449621,0
1.1579,0,0,0.020805516,0,0,10,0,0.132075472,-3.341457424,0.006725176,2997994.178,0.019600895,0,-2.012700197,0,0,0.004246024,0
0,0,0,0.037311127,0,0,9.25,0,0.129032258,-4.148653658,0.705193408,0.270699456,0.006438851,0,-1.900485679,0,0,0.006995836,1
2.0391,0,0,0.147856211,0,0,5,0,0.210526316,-3.91337689,0.022195179,2357312.65,0.201550388,0,-2.142988567,0,0,0.036964053,0
0.5138,0,0,0.000899595,0,0,7.142857143,0,0.162790698,-3.89845935,0.254273341,5904367.03,0.187715112,0,-2.082679303,0,0,0.000183591,0
0,0,0,0.127942572,0,0,7.75,0,0.177777778,-4.381656085,0.700763081,0.101273955,0.064548477,0,-1.740932814,0,0,0.023989232,1
0.3567,0,0,0.100238004,0,0,10,0,0.111111111,-3.815485253,0.106663684,5335713.835,0.032786885,0,-2.20113607,0,0,0.025059501,0
0,0,0,0.201982698,0,0,6,0,0.153846154,-8.407513378,0.03438407,10573373.63,0.087513215,0,-1.868931491,0,0,0.044885044,1
0,1,0,0.060586937,0,0,8.666666667,0,0.09375,-4.664319267,0.632331183,0.206128505,0.146504153,0,-2.149748447,0,0,0.013463764,1
0,0,0,0.009950166,0,0,10,0,0.11627907,-3.327449327,0.175688775,4944630.947,0.048765985,0,-2.031097306,0,0,0.002211148,1
0,0,0,0.100238004,0,0,7.5,0,0.173913043,-7.066836208,0,8425251.114,0.070866142,0,-2.20113607,0,0,0.025059501,1
0,0,0,0.109168515,0,0,1.666666667,0,0.181818182,-7.099279907,0.371777123,7471780.141,0.140184435,0,-2.329866325,0,0,0.02425967,1
0,0,0,0.109168515,0,0,5,0,0.176470588,-4.052538843,0.259201042,5031321.384,0.100436681,0,-2.21404607,0,0,0.027292129,0
1.4806,0,0,0.27740039,0,0,0,0,0.444444444,-7.404042655,0.433204644,0.062254525,0.208791209,0,-2.403331022,0,0,0.069350098,0
1.6048,0,0,0.198203144,0,0,5,0,0.210526316,-4.301589383,0.018703863,4113130.372,0.088803089,0,-2.026203346,0,0,0.049550786,0
0,1,0,0.008067283,0,0,8.666666667,0,0.166666667,-5.60584871,0.363139753,0.542060802,0.044068978,0,-1.948114153,0,0,0.00179273,1
0,0,0,0.041154191,0,0,0.166666667,0,0.923076923,-2.070232492,0.390604927,0.317538037,0.091492143,0,-1.008539291,0,0,0.00571586,1
0,0,0,0.357394967,0,0,2.666666667,0,0.384615385,-3.559785217,0.154081637,0.391215546,0.203483966,0,-1.271922605,0,0,0.079421104,1
0,0,0,0.094461061,0,0,7.333333333,0,0.1875,-5.59768665,0.34853231,0.144829153,0.009065472,0,-1.722349412,0,0,0.020991347,1
0,1,0,0.115294095,0,0,3.5,0,0.266666667,-6.03513021,0.048794093,6213363.369,0.096491228,0,-2.202362368,0,0,0.028823524,1
0,0,0,0.030160805,0,0,8.5,0,0.102564103,-6.100006405,0.326070756,9315607.678,0.070866142,0,-2.368543856,0,0,0.007540201,1
0.294,0,0,0.252932697,0,0,0.75,0,0.216216216,-6.792955093,0.074552513,5207158.085,0.160233775,0,-2.252877586,0,0,0.047424881,0
0,0,0,0.008067283,0,0,10,0,0.058823529,-4.332546863,0.226882592,0.275641221,0.060695861,0,-2.078301128,0,0,0.00179273,1
1.2072,0,0,0.004888015,0,0,10,0,0.133333333,-3.730885998,0.130571873,3537625.787,0.050847458,0,-2.028792744,0,0,0.001222004,0
1.2225,0,0,0.025275098,0,0,10,0,0.137931034,-3.228582313,0.009243762,3320568.959,0.050847458,0,-1.933390804,0,0,0.006318775,0
0,0,0,0.109168515,0,0,1.666666667,0,0.315789474,-6.508229037,0.319966385,5656631.414,0.136459203,0,-2.329866325,0,0,0.02425967,1
0,0,0,0.209607009,0,0,7.75,0,0.091954023,-3.919026755,0.648749396,0.140874376,0.030386856,0,-2.036580907,0,0,0.039301314,1
0,0,0,0.252932697,0,0,1,0,0.193548387,-7.734282149,0.020515348,7173665.335,0.169222136,0,-2.153328179,0,0,0.056207266,1
0,0,0,0.190711652,0.25,0,8.25,0,0.150943396,-5.367896922,0.058195529,4283701.837,0.056788551,0,-2.280090244,0,0,0.035758435,1
1.0243,0,0,0.13776291,0,0,6.666666667,0,0.1875,-3.536115614,0.297703583,1753726.493,0.118168788,0,-2.037005892,0,0,0.03061398,0
0,0,0,0.213450798,0,0,1.6,0,0.285714286,-7.51346881,0.087684428,7458783.053,0.164671579,0,-2.131178453,0,0,0.051228191,1
0,0,0,0.086068815,0,0,7.666666667,0,0.117647059,-6.391476146,0.018241058,8353071.01,0.016637807,0,-1.877197424,0,0,0.019126403,1
0.1737,0,0,0.014296816,0,0,10,0,0.08,-3.322537155,0.287432701,3.214938683,0.018914751,0,-1.957124834,0,0,0.002680653,1
0.0876,0,0,0.002022951,0,0,6,0,0.172413793,-3.891294821,0.15622683,3136321.876,0.149167645,0,-2.135547437,0,0,0.000485508,0
0,0,0,0.053727787,0.4,0,7.2,0,0.172413793,-5.842229116,0,7312071.167,0.021361829,0,-1.897608507,0,0,0.012894669,1
0,0,0.428571429,0.179650656,0,0,7.857142857,0,0.134146341,-6.561703933,0.058912128,6907325.146,0.048224152,0,-2.121488648,0,0,0.043996079,1
2.0969,0,0,0.209607009,0,0,0,0,0.444444444,-4.805321248,0.015965059,3808737.921,0.155737705,0,-2.038087339,0,0,0.052401752,0
0,0,0,0.190711652,0.333333333,0,7.666666667,0,0.162162162,-6.044888782,0.002942372,5593621.587,0.061155181,0,-2.196625336,0,0,0.042380367,1
1.021,0,0,0.13776291,0,0,6.666666667,0,0.1875,-3.533788258,0.300030939,1753726.493,0.118168788,0,-2.037005892,0,0,0.03061398,0
0,0,0,0.336084237,0,0,1.333333333,0,0.578947368,-2.869365253,0.167289215,0.313537345,0.135698057,0,-1.147244034,0,0,0.046678366,1
0.718,0,0,0.080660682,0,0,0,0,0.444444444,-4.868455881,0.428740027,0.143326575,0.151118527,0,-2.027867407,0,0,0.015123878,0
0.6525,0,0,0.055972517,0,0,10,0,0.093023256,-2.82529118,0.167111909,3744856.998,0.102564103,0,-1.844451138,0,0,0.013993129,0
1.3874,0,0,0.025275098,0,0,10,0,0.137931034,-3.266285974,0,3320568.959,0.050847458,0,-1.933390804,0,0,0.006318775,0
0,0,0,0.075405485,0,0,5.2,0,0.227272727,-6.537777848,0.075393118,8133859.165,0.006939064,0,-1.74341248,0,0,0.018097316,1
0.4902,0,0.25,0.190711652,0,0,1.25,0,0.291666667,-5.87622124,0,3909774.991,0.106527043,0,-2.310690621,0,0,0.035758435,1
0.4075,0,0,0.080660682,0,0,0,0,0.428571429,-4.965465159,0.367725924,0.138142268,0.133957989,0,-2.08053204,0,0,0.011202873,0
0,0,0,0.078013779,0,0,2.5,0,0.19047619,-4.34351435,0.327932343,1.588443653,0.253647608,0,-2.031008962,0,0,0.014627584,1
0.1285,0,0,0.252932697,0,0,0.75,0,0.216216216,-6.859172941,0.008334665,5207158.085,0.160233775,0,-2.252877586,0,0,0.047424881,0
0.7184,0,0,0.045172898,0,0,10,0,0.117647059,-3.709943748,0.126925815,5.726720274,0.040140608,0,-1.971124488,0,0,0.006274014,0
1.2783,0,0,0.194445968,0,0,10,0,0.085714286,-3.079649976,0,2907060.351,0.165297689,0,-1.884473653,0,0,0.043210215,0
0,0,0,0.013137934,0,0,9.666666667,0,0.092592593,-4.966357699,0.285349986,0.449307677,0.050395138,0,-2.123965817,0,0,0.002919541,1
0,0,0,0.00039992,0,0,10,0,0.13559322,-3.948075044,0.303432464,0.582216108,0.122649539,0,-2.039925985,0,0,7.50E-05,1
0,0,0,0.404527458,0,0,6.666666667,0,0.103448276,-2.915079193,0.659061724,0.070456509,0.121359833,0,-1.690573082,0,0,0.089894991,1
0,0,0,1.00E-04,0,0,10,0,0.1,-4.878127252,0.273189272,0.220942871,0.102644533,0,-2.186646383,0,0,2.22E-05,0
0.0179,0,0,0.016757996,0,0,8.5,0,0.117647059,-5.59299765,0.082973353,6852730.749,0.015604061,0,-2.162183116,0,0.25,0.003142124,0
0.4637,0,0,0.018059929,0,0,10,0,0.137931034,-3.555115821,0.285473371,1.223782902,0,0,-1.97888427,0,0,0.003386237,0
0,0,0,0.083345821,0,0,5,0,0.230769231,-2.537646798,0.438810777,2.190613313,0.118881119,0,-1.57765649,0,0,0.020836455,1
0.8113,0,0,0.327598738,0,0,5,0,0.222222222,-4.807889455,0.634048325,0.01448939,0.365638767,0,-2.326198616,0,0,0.081899684,0
0,0,0,1.00E-04,0,0,5,0,0.125,-4.18608888,1.102296884,0.268845112,0.296,0,-2.029975369,0,0,2.50E-05,1
0,0,0,0.232966652,0,0.5,2.5,0,0.307692308,-7.141005608,0.1195856,5495891.575,0.123404255,0,-1.999749984,0,0,0.058241663,1
1.0757,0,0,0.041154191,0,0,1.666666667,0,0.315789474,-4.927416001,0.106251415,0.215794392,0.178212937,0,-2.115631848,0,0,0.00571586,0
0.7223,0,0,0.147856211,0,0,6.666666667,0,0.1875,-3.424410042,0.107598421,2201216.22,0.178060788,0,-2.0144349,0,0,0.032856936,0
0,0,0,0.269188706,0,0,6.666666667,0,0.2,-3.012790473,1.238218122,0.106968809,0.341794409,0,-1.53200685,0,0,0.059819712,1
0,0,0,0.010964447,0,0,0.166666667,0,0.923076923,-3.700512412,0.669319058,0.300114301,0.154852353,0,-1.532873072,0,0,0.00152284,1
0.3208,0,0,0.00039992,0,0,5,0,0.096774194,-3.74270844,0,4972425.306,0.162601626,0,-2.559921874,0,0,1.00E-04,0
0.7488,0,0,0.035456166,0,0,2.5,0,0.285714286,-4.690834386,0.326577935,0.105703711,0.125967331,0,-2.088106907,0,0,0.006648031,0
0,1,0,1.00E-04,0,0,1.75,0,0.380952381,-5.837815284,0.362029109,0.280064143,0.057100576,0,-1.894980141,0,0,1.87E-05,1
1.6026,0,0,0.310714689,0,0,0.4,0,0.416666667,-6.664058957,0.263105895,5363858.18,0.22830947,0,-1.997042866,0,0,0.074571525,0
0,0,0,0.526794252,0,0,0,0,0.666666667,-4.112443527,0.359900829,0.028272347,0.317476514,0,-1.734357908,0,0,0.117065389,1
0.6545,0,0,0.039210561,0,0,10,0,0.137931034,-4.02051892,0.277272428,1.92191916,0.138564065,0,-2.072274919,0,0,0.00735198,0
0,0,0,0.198203144,0,0,6,0,0.172413793,-4.31133584,0.755102113,2567267.764,0.295328551,0,-2.434899331,0,0,0.047568755,1
0,0,0,0.006379564,0,0,1.75,0,0.25,-5.419018915,1.805832752,0.586384791,0.207846097,0,-2.078874613,0,0,0.001196168,1
0,0,0,0.031880743,0,0,0,0,0.421052632,-5.902798511,0.457143058,1.653620163,0.113058147,0,-2.274930489,0,0,0.005977639,1
0,0,0,0.025275098,0,0,9.75,0,0.106060606,-4.701625135,0.165394227,0.22170929,0.045882141,0,-2.035521834,0,0,0.004739081,1
1.6425,0,0,0.357394967,0,0,6.4,0,0.185185185,-6.305273815,0.274458014,5684945.704,0.20985797,0,-1.898751109,0,0,0.085774792,0
0.5306,0,0,0.004888015,0,0,2.5,0,0.186046512,-4.812196071,0.170455063,0.537657718,0.259807621,0,-2.224190935,0,0,0.000916503,0
0,0,0,0.05825901,0,0,6,0,0.172413793,-4.43361788,0.841070642,1799598.659,0.226258089,0,-2.735731945,0,0,0.013982162,1
0.5693,0,0,0.070306205,0,0,0,0,0.5,-5.69348626,0.373164864,8968775.102,0.076032987,0,-2.206107547,0,0,0.015623601,0
0,0,0,0.400239578,0,0,0.166666667,0,0.5,-7.017476115,1.764592661,0.195558795,0.414086662,0,-2.223240716,0,0,0.05558883,1
0.3358,0,0,0.000624805,0,0,10,0,0.127272727,-3.360658169,0.880917017,3851918.58,0.04696452,0,-2.085591129,0,0,0.000127511,0
0,0,0,0.008984397,0,0,10,0,0.115384615,-4.716157469,0.275319903,0.195688953,0.100201286,0,-2.05590344,0,0,0.001684574,1
0,1,0,0.10615688,0,0,4,0,0.25,-5.240880605,0.086390982,6098106.856,0.100436681,0,-2.219864861,0,0,0.02653922,1
0,1,0,0.043141733,0,0,9.5,0,0.085106383,-4.063927434,0.167636259,0.423150082,0.12830006,0,-2.217048953,0,0,0.008089075,1
0,0,0,0.240902461,0,0,8.25,0,0.119402985,-6.22078592,0.017098384,5577578.49,0.09371818,0,-2.233201702,0,0,0.045169211,1
0,0,0,0.005609209,0,0,0,0,0.444444444,-5.538423925,0.391085388,10.28524798,0.061544953,0,-2.151496421,0,0,0.001051727,1
0,0,0,0.025275098,0,0,9.5,0,0.137254902,-4.990934788,0.163813041,0.449812219,0.066728926,0,-2.035521834,0,0,0.004739081,1
0,1,0,0.002496878,0,0,9.6,0,0.151515152,-4.71184557,0.264359369,0.363676181,0.041237113,0,-1.989589679,0,0,0.0003995,1
0.2784,0,0,0.127942572,0,0,6.4,0,0.185185185,-5.477977778,0.189822792,6486187.323,0.072431148,0,-1.765009878,0,0,0.030706217,0
0,0,0,0.336084237,0,0,1.2,0,0.151515152,-8.723106954,0.042793422,9282486.777,0.198120494,0,-1.710070022,0,0,0.080660217,1
0,1,0,0.003020429,0,0,9.333333333,0,0.088235294,-4.403061086,0.138222313,0.55899172,0.113137085,0,-1.98264687,0,0,0.000671207,1
0,0,0,0.022248763,0,0,2.5,0,0.272727273,-5.285325466,0.347835864,0.195200371,0.117427173,0,-1.970928506,0,0,0.004171643,1
0,1,0,0.008984397,0,0,9,0,0.153846154,-4.577931948,0.074181545,7061363.165,0.052631579,0,-2.002748112,0,0,0.002246099,1
0.4905,0,0,0.327598738,0,0,2.5,0,0.285714286,-6.17556799,0.521636994,0.009841888,0.387493846,0,-2.659256248,0,0,0.061424763,0
1.7395,0,0,0.062955963,0,0,5,0,0.210526316,-5.135288048,0,8188975.262,0.145631068,0,-2.280789337,0,0,0.015738991,0
0.6916,0,0,0.27740039,0,0,0,0,0.428571429,-7.398800453,0.732039133,0.044420772,0.211575257,0,-2.599163439,0,0,0.061644531,0
0,0,0,0.004216087,0,0,10,0,0.063829787,-4.127795144,0.109750023,0.3142706,0.083472328,0,-2.296796993,0,0,0.000790516,1
0,0,0,0.00039992,0,0,3.333333333,0,0.135135135,-3.47416048,0.072877271,3729169.257,0.162087514,0,-2.566597161,0,0,8.89E-05,1
0.4758,0,0,0.075405485,0,0,2.857142857,0,0.159090909,-4.143595115,0.045959009,2153463.555,0.222377094,0,-2.405787833,0,0,0.015388875,0
0,1,0,0.012027089,0,0,8.5,0,0.16,-5.188783095,0.086197615,7176619.678,0.056603774,0,-1.986957473,0,0,0.003006772,1
0,0,0,0.018059929,0,0,9.5,0,0.075,-4.618734435,0.483947184,7305534.088,0.081712062,0,-2.411223756,0,0,0.004514982,1
0,0,0,0.072836172,0,0.333333333,8.333333333,0,0.153846154,-5.351679363,0,5229039.527,0.027460458,0,-1.897827619,0,0,0.016185816,1
0.1392,0,0,0.252932697,0,0,1,0,0.193548387,-7.738170936,0.01662656,7173665.335,0.169222136,0,-2.153328179,0,0,0.056207266,1
0.6322,0,0,0.060586937,0,0,10,0,0.127272727,-3.769601306,0.08740545,3039520.084,0.130004748,0,-2.395843108,0,0,0.012364681,0
0,1,0,0.006379564,0,0,1.75,0,0.444444444,-4.744550868,2.242009505,0.57219919,0.164745192,0,-1.99876662,0,0,0.001196168,1
0.3782,0,0.25,0.179650656,0,0,8.75,0,0.12962963,-5.349458358,0.01682821,4280195.396,0.042943408,0,-2.290509816,0,0,0.033684498,1
0,1,0,0.000624805,0,0,9.5,0,0.153846154,-4.458388124,0.123464863,1.263581005,0.084990649,0,-1.94737861,0,0,0.000117151,1
0,0,0,0.298142579,0,0,0.25,0,0.533333333,-7.388288298,1.349881747,0.175427695,0.374616587,0,-2.179163733,0,0,0.055901734,1
0,0,0,0.134458538,0,0,3,0,0.147058824,-6.002059018,1.318532074,0.082718971,0.334813812,0,-2.762023301,0,0,0.029879675,1
2.7206,0,0,0.395951025,0,0,1.666666667,0,0.230769231,-6.227459481,0.794135301,0.011018697,0.42031353,0,-2.737245951,0,0,0.054993198,0
0.057,0,0,0.070306205,0,0,0,0,0.5,-5.520938212,0.545712912,8968775.102,0.076032987,0,-2.206107547,0,0,0.015623601,1
0.7106,0,0,0.147856211,0,0,6.666666667,0,0.1875,-3.423201905,0.108806557,2201216.22,0.178060788,0,-2.0144349,0,0,0.032856936,0
0,0,0,0.008984397,0,0,8.5,0,0.117647059,-6.117815708,0.158880336,6050947.997,0.060214445,0,-2.501111978,0,0.25,0.001684574,1
0,0,0,0.037311127,0,0,8.75,0,0.12962963,-5.686429361,0.148801653,5117065.932,0.07377904,0.25,-2.446349895,0,0,0.006995836,1
0,0,0,0.035456166,0,0,2.333333333,0,0.25,-5.977150297,0.41671575,5968858.163,0.128943001,0,-2.446549634,0,0,0.007879148,1
0,0,0,0.086068815,0,0,0.666666667,0,0.5,-5.832878117,0.877924987,0.139094852,0.241624428,0,-1.674236676,0,0,0.019126403,1
0.7488,0,0,0.049364908,0,0,10,0,0.142857143,-2.544758645,0.130965285,4078178.834,0,0,-1.861451047,0,0,0.012341227,0
0,1,0,0.391662225,0,0,7.5,0,0.148148148,-4.433921133,0.596492067,3244626.548,0.206812037,0,-2.085121413,0,0,0.073436667,1
0,0,0,0.336084237,0,0,1,0,0.166666667,-7.832266243,0.516173458,8339846.037,0.210727969,0,-1.831392913,0,0,0.084021059,1
0,0,0,0.007198962,0,0,10,0,0.137254902,-4.388638323,0.298771607,0.529534287,0.004319329,0,-2.105449737,0,0,0.001763011,1
0,0,0,0.232966652,0,0,7.333333333,0,0.1,-4.72811921,0.480094236,0.156059487,0.010754476,0,-1.918161036,0,0,0.051770367,1
0,0,0,0.033645949,0,0,5.714285714,0,0.194444444,-5.410384211,1.204608384,0.936169598,0.190500523,0,-2.331498909,0,0,0.008239824,1
0,0,0,0.000624805,0,0,10,0,0.129032258,-3.514417653,1.074575233,4686445.083,0.050847458,0,-2.074849392,0,0,0.000156201,1
0.3326,0,0,0.020805516,0,0,0,0,0.4375,-5.267927564,0.290815004,0.205544727,0.037551237,0,-2.060655171,0,0,0.005095228,0
0,0,0,0.091626826,0,0,10,0,0.105263158,-2.932299275,0.188058047,5228228.091,0.090565401,0,-2.117799946,0.666666667,0,0.020361517,0
0,0,0,0.091626826,0,0,10,0,0.11627907,-3.146788885,0.158139482,3921232.808,0.096761981,0,-2.323873891,0.333333333,0,0.020361517,1
0,0,0,0.010964447,0,0,10,0,0.14893617,-1.302258118,0.408615716,0.815683842,0.089938987,0,-1.740217087,0,0,0.002055834,1
0,0,0,0.008984397,0,0,7,0,0.111111111,-8.17720708,0.467020641,12070238.34,0.067193676,0,-2.453161226,0,0.5,0.002246099,1
0,0,0,0.179650656,0,0,10,0,0.114754098,-1.625016213,0.301755239,0.332660908,0.0092294,0,-1.837897924,0,0,0.033684498,1
2.9012,0,0,0.447277936,0,0,0,0.6,0.384615385,-7.140011673,0.526319291,3959766.118,0.273486719,0,-2.712916993,0,0,0.107346705,0
0,0,0,0.008067283,0,0,0,0,1,-1.126286315,0.43759109,0.348538097,0.067285383,0,-0.905538514,0,0,0.002016821,1
0,0,0,0.022248763,0,0,3.857142857,0,0.114583333,-4.72304114,0.61943548,6227331.591,0.150431433,0,-2.446875707,0,0,0.005448677,1
0,0,0,0.030160805,0,0,8.5,0,0.129032258,-5.54940664,1.157559544,1.522927755,0.076253809,0,-2.092305245,0,0.25,0.005655151,1
0,0,0,0.053727787,0.333333333,0,7.666666667,0,0.162162162,-5.023534697,0.42164853,6400330.834,0.020495849,0,-1.929932255,0,0,0.011939508,1
0,0,0,0.086068815,0,0,7.666666667,0,0.117647059,-5.46490499,0.944812214,8353071.01,0.016637807,0,-1.877197424,0,0,0.019126403,1
0,0,0,0.023738697,0,0,10,0,0.07,-3.61183648,0.207900729,3227714.526,0.035529247,0,-2.147458346,0,0,0.005813558,1
0.7579,0,0,0.005609209,0,0,0,0,0.5,-5.778399159,0.675438036,15.35965923,0.073684211,0,-2.113669794,0,0,0.001402302,0
0.2475,0,0,0.004216087,0,0,10,0,0.133333333,-4.323440148,0.069475767,1.914967757,0.148148148,0,-2.114000946,0,0,0.001054022,0
0,0,0,1.00E-04,0,0,0,0,1,-1.165160638,0.334117645,2.047056524,0.081632653,0,-0.939946807,0,0,2.50E-05,1
0,0,0,0.033645949,0,0,10,0,0.129032258,-3.984650983,0.190066038,4564157.922,0.012875536,0,-2.357753168,0,0,0.008411487,1
0,0,0,0.434488699,0,0,3.333333333,0.666666667,0.217391304,-3.829335583,0.262428316,2371741.417,0.415945165,0,-2.837209452,0.333333333,0,0.096553044,1
0.0312,0,0,0.049364908,0,0,5,0,0.2,-4.443069045,1.740249511,13097923.04,0.290322581,0,-2.314087293,0,0,0.012341227,0
0,0,0,0.009950166,0,0,8.75,0,0.145833333,-4.654137698,1.068496151,0.34372782,0.045882141,0.25,-2.008193196,0,0,0.001865656,1
0,0,0,0.002022951,0,0,5,0,0.19047619,-3.930144491,0.34365379,2996554.086,0.157024793,0,-2.14452792,0,0,0.000505738,1
0,0,0,0.361670072,0,0,0,0,0.25,-5.059643999,0.286322568,3430561.415,0.257660451,0,-2.148177684,0,0,0.067813138,1
0,0,0,0.000624805,0,0,9.5,0,0.075268817,-4.027115113,0.654921083,1.049030983,0.111232621,0,-2.317398132,0,0,0.000117151,1
0,0,0,0.004216087,0,0,0,0,1,-0.94117347,0.3862583,0.392580972,0.070175439,0,-0.882609767,0,0,0.001054022,1
0,0,0,0.009950166,0,0,5,0,0.2,-4.082605673,0.201285138,6943225.239,0.12,0,-1.997498436,0,0,0.002487542,0
0,0,0,0.000899595,0,0,6,0,0.185185185,-4.133024174,0.423835541,7681368.821,0.21371387,0,-2.075791092,0,0,0.000215903,1
0,0,0,1.00E-04,0,0,0,0,1,-1.567745068,0.404465836,4.520043492,0.138810198,0,-0.989949494,0,0,2.50E-05,1
1.3295,0,0,0.3830856,0,0,4,0.6,0.208333333,-5.767880836,0.189733004,2206788.49,0.444031009,0,-2.796640289,0,0,0.091940544,1
0,0,0,0.043141733,0,0,2.5,0,0.25,-7.79970194,0.343173571,9463597.041,0.148760331,0.5,-2.360677869,0,0,0.010785433,1
0.0284,0,0,1.00E-04,0,0,7.5,0,0.142857143,-7.575724018,0.454685614,0.717831971,0.094488189,0.5,-2.169976958,0,0,2.50E-05,0
0.2712,0,0.333333333,0.378798641,0,0,1.666666667,0,0.3125,-8.461225938,0.495614924,0.04277044,0.299359075,0,-2.48476365,0,0,0.084177476,0
0,0,0,0.002022951,0,0,5,0,0.19047619,-3.944340115,0.329458165,2996554.086,0.157024793,0,-2.14452792,0,0,0.000505738,1
1.0785,0,0,0.078013779,0,0,5,0,0.222222222,-4.028410358,0.658613252,0.97174207,0.1015625,0,-1.873446023,0,0,0.019503445,0
0,0,0,0.05825901,0,0,10,0,0.156862745,-1.576187645,0.336215917,1.119201357,0.12414016,0,-1.801064026,0,0,0.010923564,1
0,0,0,2.50E-05,0,0,10,0,0.088607595,-3.860460096,0.348285384,0.641620878,0.167956442,0,-2.015708208,0,0,6.12E-06,1
0,0,0,0.100238004,0,0,5,0,0.2,-4.513718129,0.283131579,6284361.381,0.035087719,0,-2.20113607,0,0,0.025059501,1
0,0,0,0.035456166,0,0,2,0,0.176470588,-6.479897747,0.374786508,7201889.222,0.132712123,0,-2.446549634,0,0,0.007879148,1
0,0,0,0.014296816,0,0,10,0,0.14893617,-1.123649218,0.31250159,2.351333484,0.036612456,0,-1.747046062,0.25,0,0.002680653,1
0,0,0,0.065365747,0,0,10,0,0.065326633,-3.600613291,0.218811744,2.289199898,0.041740184,0,-2.087195517,0,0,0.008003969,1
0,0,0,0.165251669,0,0,7.333333333,0,0.176470588,-6.172569097,0.622412155,0.100578726,0.156729854,0,-1.84893457,0,0,0.036722593,0
0.0438,0,0,0.236925796,0,0,7.5,0,0.096385542,-0.982511423,1.233374462,0.014737826,0.262431941,0,-2.220705114,0,0,0.044423587,1
0,0,0,0.127942572,0,0,10,0,0.135135135,-3.732586102,0.158838852,2336445.539,0.063009382,0,-2.223287049,0,0,0.030706217,1
0,0,0,0.00039992,0,0,10,0,0.137254902,-4.009911166,0.329986508,0.571659021,0.147638426,0,-2.032760584,0,0,9.79E-05,1
2.0654,0,0,0.168812602,0,0,10,0,0.142857143,-2.648531003,0.180975478,3135611.069,0.141818182,0,-2.075933525,0,0,0.04220315,0
2.7509,0,0,0.039210561,0,0,0,0.6,0.357142857,-5.523828554,0.939268356,325093.8439,0.058321184,0,-3.274043905,0,0,0.009410535,0
0,0,0.5,0.04724739,0,0,7.5,0,0.136363636,-6.351359413,0.211967471,8363761.764,0.037037037,0,-1.867083287,0,0,0.011811848,1
0.3034,0,0,0.252932697,0,0,4.285714286,0,0.225806452,-5.920323211,0.342259801,0.016260401,0.381833246,0,-2.518722745,0,0,0.061942701,0
0,0,0,0.165251669,0,0,10,0,0.114754098,-1.338673625,0.297048934,0.442022635,0.039493015,0,-1.871213998,0,0,0.030984688,1
0,0,0,0.121553261,0,0,7.333333333,0,0.176470588,-5.83698209,0.322612046,0.130168125,0.009065472,0,-1.774678908,0,0,0.027011836,1
0,0,0,0.060586937,0,0,5.714285714,0,0.194444444,-5.120440583,1.191518138,0.960739654,0.317508726,0,-2.251005569,0,0,0.014837617,1
0,0,0,0.395951025,0,0,7.5,0,0.150943396,-4.4447106,0.593208353,3139433.324,0.209652332,0,-2.080533659,0,0,0.074240817,1
0,0,0,2.50E-05,0,0,10,0,0.087719298,-3.193777733,0.291129515,4101865.684,0.093285855,0,-2.5466623,0,0,5.56E-06,1
0,0,0,0.100238004,0,0,3.333333333,0,0.217391304,-3.514864605,0,3548536.381,0.165665017,0,-2.3420648,0.333333333,0,0.022275112,1
0,0,0,0.252932697,0,0,1,0,0.193548387,-7.077437933,0.677359563,7173665.335,0.169222136,0,-2.153328179,0,0,0.056207266,1
0,0,0,0.357394967,0,0,5.5,0,0.210526316,-6.604859578,0.134389178,6607079.618,0.205387205,0,-1.76380271,0,0,0.089348742,1
0,0,0,0.04724739,0,0,10,0,0.087719298,-3.098132353,0.171530587,4908574.931,0.010029883,0,-2.237471104,0,0,0.01049942,1
0,0,0,0.04724739,0,0,10,0,0.060606061,-3.103002013,0.168736697,5992848.467,0.00995925,0,-2.383941401,0,0,0.01049942,1
0.4036,0,0,0.004888015,0,0,10,0,0.133333333,-3.730586169,0.130871701,3537625.787,0.050847458,0,-2.028792744,0,0,0.001222004,0
0.6608,0,0,0.091626826,0,0,5,0,0.2,-4.387462943,0.125024555,2574369.478,0.201550388,0,-2.248732977,0,0,0.022906706,0
2.4693,0,0,0.327598738,0,0,4,0.6,0.208333333,-5.850841036,0.193374003,2623580.06,0.296028381,0,-2.866273728,0,0,0.078623697,0
2.0244,0,0,0.421663847,0,0,4,0.6,0.217391304,-5.76558388,0.311630495,1314431.068,0.444031009,0,-2.746866128,0,0,0.101199323,0
0.5535,0,0,0.083345821,0,0,10,0,0.133333333,-4.06765551,0.114680713,2878761.93,0.135531136,0,-2.235620719,0,0,0.020836455,0
0,0,0,0.033645949,0,0,10,0,0.129032258,-3.910807175,0.263909845,4564157.922,0.012875536,0,-2.357753168,0,0,0.008411487,1
